,phi,Re_Ephi,Im_Ephi,Re_Etheta,Im_Etheta,Total_RCS,Ephi,Etheta,Corrected_RCS
71,71.0,-0.00565425665461982,-0.00674214650893367,0.000531220047592175,-0.00242671302002287,1.02481133050898,(-0.00565425665461982-0.00674214650893367j),(0.000531220047592175-0.00242671302002287j),10.505270658281582
72,72.0,-0.00451167225019737,-0.00628161553952082,0.00132429526992343,-0.00215761175216647,0.811810943792026,(-0.00451167225019737-0.00628161553952082j),(0.00132429526992343-0.00215761175216647j),8.321818303525792
73,73.0,-0.00361226157866857,-0.00553295686224234,0.00199121730124308,-0.0016885884642894,0.618801626880824,(-0.00361226157866857-0.00553295686224234j),(0.00199121730124308-0.0016885884642894j),6.343293034181635
74,74.0,-0.0030155338304285,-0.00458644636432283,0.00246559554736011,-0.00107633159619791,0.458067993403559,(-0.0030155338304285-0.00458644636432283j),(0.00246559554736011-0.00107633159619791j),4.695623581962497
75,75.0,-0.00274832039990291,-0.00354918273619168,0.00270446718415111,-0.000390511692323055,0.338545326860098,(-0.00274832039990291-0.00354918273619168j),(0.00270446718415111-0.000390511692323055j),3.4704049251635105
76,76.0,-0.00280332878119185,-0.00253345471101661,0.00269205732095419,0.000295505042160477,0.26493068589615,(-0.00280332878119185-0.00253345471101661j),(0.00269205732095419+0.000295505042160477j),2.715786289795369
77,77.0,-0.00314200129918801,-0.00164494505511942,0.00244016391535842,0.000914041190620104,0.237426279939009,(-0.00314200129918801-0.00164494505511942j),(0.00244016391535842+0.000914041190620104j),2.4338405108279235
78,78.0,-0.00370101634350911,-0.000972182843630336,0.00198532214585233,0.00141102979690906,0.252226071321589,(-0.00370101634350911-0.000972182843630336j),(0.00198532214585233+0.00141102979690906j),2.585552157188125
79,79.0,-0.00440164381101902,-0.000578318624502499,0.00138326322690121,0.00175166078789747,0.302676785612621,(-0.00440164381101902-0.000578318624502499j),(0.00138326322690121+0.00175166078789747j),3.102718969022357
80,80.0,-0.00516046740172543,-0.000496056156754132,0.000701926657761773,0.00192272957811855,0.380831677252808,(-0.00516046740172543-0.000496056156754132j),(0.000701926657761773+0.00192272957811855j),3.903879402661452
81,81.0,-0.00589972349020154,-0.000726083593849655,1.32873194297558e-05,0.00193213542450743,0.478916133214506,(-0.00589972349020154-0.000726083593849655j),(1.32873194297558e-05+0.00193213542450743j),4.909336433211827
82,82.0,-0.00655623601806119,-0.00123878372753702,-0.000614034958653673,0.00180534840471818,0.590322259619635,(-0.00655623601806119-0.00123878372753702j),(-0.000614034958653673+0.00180534840471818j),6.051352993757998
83,83.0,-0.00708756268439435,-0.00197875936226186,-0.00112153720431516,0.00157967321470226,0.709809725721363,(-0.00708756268439435-0.00197875936226186j),(-0.00112153720431516+0.00157967321470226j),7.276210813243142
84,84.0,-0.0074746065683119,-0.00287147214121663,-0.00146587446868569,0.0012975889373432,0.83295355186171,(-0.0074746065683119-0.00287147214121663j),(-0.00146587446868569+0.0012975889373432j),8.538549728698156
85,85.0,-0.00772078848677771,-0.00383098795306476,-0.00162189745588278,0.000999674360188546,0.955165088155682,(-0.00772078848677771-0.00383098795306476j),(-0.00162189745588278+0.000999674360188546j),9.791331804882791
86,86.0,-0.00784789589033729,-0.00476813591232848,-0.00158389006955408,0.000718806709985926,1.07080242281607,(-0.00784789589033729-0.00476813591232848j),(-0.00158389006955408+0.000718806709985926j),10.976722191039354
87,87.0,-0.00788959779959088,-0.0055983204355159,-0.00136489870665964,0.000475832533270074,1.17287289386519,(-0.00788959779959088-0.0055983204355159j),(-0.00136489870665964+0.000475832533270074j),12.023039588854175
88,88.0,-0.00788351358070951,-0.00624828817465167,-0.00099461616486844,0.000277900561794432,1.25354866549541,(-0.00788351358070951-0.00624828817465167j),(-0.00099461616486844+0.000277900561794432j),12.850041390366506
89,89.0,-0.00786353676659411,-0.00666170510188707,-0.000516129946797435,0.000118934890050082,1.30548510065515,(-0.00786353676659411-0.00666170510188707j),(-0.000516129946797435+0.000118934890050082j),13.382438224921781
90,90.0,-0.0078529507456535,-0.00680319709285829,1.82277875172099e-05,-1.7327466844619e-05,1.32336937593904,(-0.0078529507456535-0.00680319709285829j),(1.82277875172099e-05-1.7327466844619e-05j),13.5657687041927
91,91.0,-0.00786014444767229,-0.00666074916600105,0.000551316737272279,-0.000152771444990891,1.30524824273239,(-0.00786014444767229-0.00666074916600105j),(0.000551316737272279-0.000152771444990891j),13.380010210601412
92,92.0,-0.00787692815233009,-0.0062465285937751,0.00102617977008602,-0.000309338249629719,1.25301504333727,(-0.00787692815233009-0.0062465285937751j),(0.00102617977008602-0.000309338249629719j),12.844571266224014
93,93.0,-0.00788018003676561,-0.00559606152447494,0.00139069574055425,-0.000503380195842804,1.17194439143793,(-0.00788018003676561-0.00559606152447494j),(0.00139069574055425-0.000503380195842804j),12.01352157415737
94,94.0,-0.00783622075460125,-0.00476579567797485,0.00160223371309932,-0.000741110355582751,1.06939978493404,(-0.00783622075460125-0.00476579567797485j),(0.00160223371309932-0.000741110355582751j),10.96234384631617
95,95.0,-0.00770750895098709,-0.00382901731146999,0.00163164149971344,-0.00101562054659456,0.953251043929553,(-0.00770750895098709-0.00382901731146999j),(0.00163164149971344-0.00101562054659456j),9.771711068803087
96,96.0,-0.00746047438167669,-0.00287035626408885,0.00146649965109504,-0.00130630286143328,0.830588234697386,(-0.00746047438167669-0.00287035626408885j),(0.00146649965109504-0.00130630286143328j),8.514303024681366
97,97.0,-0.00707333802953361,-0.00197892311914748,0.0011131809217658,-0.00158066744867977,0.707157939691883,(-0.00707333802953361-0.00197892311914748j),(0.0011131809217658-0.00158066744867977j),7.249027536538247
98,98.0,-0.00654267991337055,-0.00124055445489628,0.000597488321127558,-0.00179847449540212,0.587649861874766,(-0.00654267991337055-0.00124055445489628j),(0.000597488321127558-0.00179847449540212j),6.023958427772387
99,99.0,-0.00588744804606098,-0.000729677821300831,-3.66829782912597e-05,-0.00191774232731973,0.476541574630518,(-0.00588744804606098-0.000729677821300831j),(-3.66829782912597e-05-0.00191774232731973j),4.884994996035922
100,100.0,-0.00515002814735296,-0.000501528330133122,-0.000730395605983099,-0.00190153931467952,0.379085594843004,(-0.00515002814735296-0.000501528330133122j),(-0.000730395605983099-0.00190153931467952j),3.885980431640567
101,101.0,-0.00439335090858595,-0.000585562023592521,-0.00141479219329495,-0.00172487558519548,0.30182596005661,(-0.00439335090858595-0.000585562023592521j),(-0.00141479219329495-0.00172487558519548j),3.0939972146049466
102,102.0,-0.00369497690019706,-0.000981002299190913,-0.00201767968427675,-0.00138026839243404,0.252424925327472,(-0.00369497690019706-0.000981002299190913j),(-0.00201767968427675-0.00138026839243404j),2.5875905959632384
103,103.0,-0.0031381497534608,-0.00165500458468648,-0.00247129477888464,-0.000881203253385635,0.238688361883505,(-0.0031381497534608-0.00165500458468648j),(-0.00247129477888464-0.000881203253385635j),2.4467780262760366
104,104.0,-0.002801368319575,-0.00254439854265611,-0.00272010899440124,-0.000262760144952823,0.267114257402534,(-0.002801368319575-0.00254439854265611j),(-0.00272010899440124-0.000262760144952823j),2.7381699315383647
105,105.0,-0.00274775825487701,-0.00356067905264553,-0.00272799533330813,0.00042088010902293,0.341378376489066,(-0.00274775825487701-0.00356067905264553j),(-0.00272799533330813+0.00042088010902293j),3.4994463225940717
106,106.0,-0.003015787493753,-0.00459818456126188,-0.00248367812819539,0.00110210716584115,0.461193818652234,(-0.003015787493753-0.00459818456126188j),(-0.00248367812819539+0.00110210716584115j),4.727666202189493
107,107.0,-0.00361270746871912,-0.00554469976340543,-0.0020034802827658,0.00170774163379243,0.621833742302046,(-0.00361270746871912-0.00554469976340543j),(-0.0020034802827658+0.00170774163379243j),6.374375041394873
108,108.0,-0.00451165844783851,-0.00629327492116895,-0.00133091210804963,0.00216846125140447,0.814397489457104,(-0.00451165844783851-0.00629327492116895j),(-0.00133091210804963+0.00216846125140447j),8.34833280572997
109,109.0,-0.00565326012460827,-0.00675373336217722,-0.000532944826755695,0.00242804771247789,1.02669208856156,(-0.00565326012460827-0.00675373336217722j),(-0.000532944826755695+0.00242804771247789j),10.524550180079299
110,110.0,-0.00695127174736238,-0.00686259382454693,0.000307059456092493,0.00245162748380699,1.24451094649434,(-0.00695127174736238-0.00686259382454693j),(0.000307059456092493+0.00245162748380699j),12.757396352774485
111,111.0,-0.00830181551889287,-0.00659005082755785,0.00109866148214587,0.00223114008173527,1.45307925503035,(-0.00830181551889287-0.00659005082755785j),(0.00109866148214587+0.00223114008173527j),14.895415778089149
112,112.0,-0.00959484066657678,-0.00594285954958328,0.00175499186534978,0.00178741990916682,1.63842507533595,(-0.00959484066657678-0.00594285954958328j),(0.00175499186534978+0.00178741990916682j),16.795383069360707
113,113.0,-0.0107262925453157,-0.0049630043360381,0.00220331913942874,0.00116852610517629,1.7886122750274,(-0.0107262925453157-0.0049630043360381j),(0.00220331913942874+0.00116852610517629j),18.334941752210618
114,114.0,-0.0116093112934197,-0.00372210543467854,0.002394090531471,0.000444020635775486,1.89470165395068,(-0.0116093112934197-0.00372210543467854j),(0.002394090531471+0.000444020635775486j),19.42245669899065
115,115.0,-0.0121829294815315,-0.00231250527562064,0.00230710944576805,-0.000303389303531733,1.95142598856267,(-0.0121829294815315-0.00231250527562064j),(0.00230710944576805-0.000303389303531733j),20.00393396243379
116,116.0,-0.012417180822732,-0.000836184821995398,0.0019541330510344,-0.000988434538683777,1.95749374353574,(-0.012417180822732-0.000836184821995398j),(0.0019541330510344-0.000988434538683777j),20.066134102481595
117,117.0,-0.01231402121951,0.000606806293673953,0.00137729133416037,-0.00153407818025324,1.91547606379999,(-0.01231402121951+0.000606806293673953j),(0.00137729133416037-0.00153407818025324j),19.6354137494603
118,118.0,-0.0119042457154967,0.00192892049081577,0.000643569232929707,-0.00188129229983099,1.83127778595078,(-0.0119042457154967+0.00192892049081577j),(0.000643569232929707-0.00188129229983099j),18.77230297830222
119,119.0,-0.0112409996109744,0.00306311390843729,-0.000163618357918266,-0.00199628641681747,1.71321890726867,(-0.0112409996109744+0.00306311390843729j),(-0.000163618357918266-0.00199628641681747j),17.562089510470226
120,120.0,-0.0103912929414051,0.00396761640214118,-0.000955175976145996,-0.00187429529287521,1.57091460832147,(-0.0103912929414051+0.00396761640214118j),(-0.000955175976145996-0.00187429529287521j),16.103337902469487
121,121.0,-0.00942662878774105,0.00462682354687837,-0.0016471628696162,-0.00153943990409673,1.4140705729516,(-0.00942662878774105+0.00462682354687837j),(-0.0016471628696162-0.00153943990409673j),14.49554045366568
122,122.0,-0.00841464725273677,0.00504853448020208,-0.00217092740315056,-0.00104075392810426,1.25149779689546,(-0.00841464725273677+0.00504853448020208j),(-0.00217092740315056-0.00104075392810426j),12.829018077015409
123,123.0,-0.0074127007729071,0.00525881356319134,-0.0024806802394711,-0.000445036847864782,1.09047901025649,(-0.0074127007729071+0.00525881356319134j),(-0.0024806802394711-0.000445036847864782j),11.178425539293999
124,124.0,-0.00646423037430123,0.00529477720609635,-0.00255790605989859,0.000172294689325356,0.936489666168895,(-0.00646423037430123+0.00529477720609635j),(-0.00255790605989859+0.000172294689325356j),9.59989133502442
125,125.0,-0.00559821234076009,0.00519773470472382,-0.002411938809043,0.000737149094553165,0.793353399645722,(-0.00559821234076009+0.00519773470472382j),(-0.002411938809043+0.000737149094553165j),8.132611284466194
126,126.0,-0.00483131587940573,0.0050072336106019,-0.00207710154353593,0.00118585793055882,0.663623191573656,(-0.00483131587940573+0.0050072336106019j),(-0.00207710154353593+0.00118585793055882j),6.80275581958236
127,127.0,-0.00417174218591377,0.00475721799352341,-0.00160653303025013,0.00147252950702896,0.548994423116844,(-0.00417174218591377+0.00475721799352341j),(-0.00160653303025013+0.00147252950702896j),5.6277041764021245
128,128.0,-0.00362377106411546,0.00447504648375302,-0.00106443926355357,0.00157351297979481,0.450714529298155,(-0.00362377106411546+0.00447504648375302j),(-0.00106443926355357+0.00157351297979481j),4.6202437257846185
129,129.0,-0.00319159730387234,0.00418281462737539,-0.000517152236587706,0.00148868880291624,0.369796179563233,(-0.00319159730387234+0.00418281462737539j),(-0.000517152236587706+0.00148868880291624j),3.790755272759172
130,130.0,-0.0028813822449938,0.00390078953924648,-2.49033376618693e-05,0.00123959953036987,0.307152415888788,(-0.0028813822449938+0.00390078953924648j),(-2.49033376618693e-05+0.00123959953036987j),3.1485983480044197
131,131.0,-0.00270086458891434,0.00365154858144878,0.00036505836669069,0.000864998543587066,0.263685511997034,(-0.00270086458891434+0.00365154858144878j),(0.00036505836669069+0.000864998543587066j),2.703022097560741
132,132.0,-0.00265633015832095,0.0034637104664102,0.000622898461854891,0.000414532273111183,0.240433745648816,(-0.00265633015832095+0.0034637104664102j),(0.000622898461854891+0.000414532273111183j),2.4646698355401435
133,133.0,-0.00274723954597291,0.00337365492363549,0.000738079615019655,-5.84326641707064e-05,0.238764457554097,(-0.00274723954597291+0.00337365492363549j),(0.000738079615019655-5.84326641707064e-05j),2.4475580777759505
134,134.0,-0.00296019361144652,0.00342453332020546,0.000718503487464174,-0.000503663549516657,0.260622443288915,(-0.00296019361144652+0.00342453332020546j),(0.000718503487464174-0.000503663549516657j),2.6716227903265777
135,135.0,-0.00326271523630353,0.0036617278104259,0.000587488139533275,-0.000879912228472717,0.308589133593586,(-0.00326271523630353+0.0036617278104259j),(0.000587488139533275-0.000879912228472717j),3.1633260426532988
